sample_TAG,species,season,zone,site,num_increment,delta13C,delta15N,C_percent,N_percent,source,labels,taxa,feeding_mode,mobility,lip_dw_percent,class,stade,length_TL_cm,lon,lat
SA200,Corophium_volutator,autumn,Fosse Nord,NA,NA,-18.2885,10.526000000000003,NA,NA,CHOPIN,Corophium v.,Crustaceans,Susp.Dep.sur.,Low mobility,2.85,NA,NA,NA,NA,NA
T2 FN8 crevettes,Crangon_crangon,autumn,Fosse Nord,NA,NA,-15.5745,14.027000000000003,NA,NA,CHOPIN,Crangon c.,Crustaceans,Omnivore,Mobile,2.178,NA,NA,NA,NA,NA
Solea_solea_ C1_D1080,Solea_solea,autumn,Chenal,C1,D1080,-20.37,15.31,47.7,14.66,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S3,98,0.31756,49.43604
Solea_solea_C1_D1079,Solea_solea,autumn,Chenal,C1,D1079,-20.14,15.31,46.37,14.22,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S3,90,0.31756,49.43604
Solea_solea_C1_D1081,Solea_solea,autumn,Chenal,C1,D1081,-19.91,15.67,46.17,14.12,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S3,97,0.31756,49.43604
Solea_solea_C1_D1143,Solea_solea,autumn,Chenal,C1,D1143,-20.05,14.93,42.93,13.13,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S3,90,0.31756,49.43604
Solea_solea_C1_D1144,Solea_solea,autumn,Chenal,C1,D1144,-20.22,15.13,44.57,13.4,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S3,97,0.31756,49.43604
Solea_solea_C2_D1089,Solea_solea,autumn,Chenal,C2,D1089,-18.73,13.89,45.31,13.96,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S3,89,0.27755,49.43225
Solea_solea_C7_D1082,Solea_solea,autumn,Chenal,C7,D1082,-18.33,14.6,45.55,13.86,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S2,89,0.11908,49.4394
Solea_solea_C7_D1083,Solea_solea,autumn,Chenal,C7,D1083,-18.32,14.35,46.4,14.19,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S2,105,0.11908,49.4394
Solea_solea_C7_D1084,Solea_solea,autumn,Chenal,C7,D1084,-18.24,14.41,45.03,13.75,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S2,86,0.11908,49.4394
Solea_solea_C7_D1085,Solea_solea,autumn,Chenal,C7,D1085,-18.52,14.64,47.39,14.27,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S2,96,0.11908,49.4394
Solea_solea_C7_D1086,Solea_solea,autumn,Chenal,C7,D1086,-18.31,14.58,46.16,13.99,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S2,97,0.11908,49.4394
Solea_solea_C7_D1087,Solea_solea,autumn,Chenal,C7,D1087,-18.33,14.35,47.05,14.39,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S2,81,0.11908,49.4394
Solea_solea_C7_D1088,Solea_solea,autumn,Chenal,C7,D1088,-21.04,15.72,45.42,13.54,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S2,99,0.11908,49.4394
Solea_solea_AN1_D1070,Solea_solea,autumn,Embouchure,AN1,D1070,-17.12,14.02,45.89,14.2,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S1,111,0.09561,49.45835
Solea_solea_AN1_D1199,Solea_solea,autumn,Embouchure,AN1,D1199,-17.26,14.09,46.77,14.72,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S1,87,0.09561,49.45835
Solea_solea_AN2_D1071,Solea_solea,autumn,Embouchure,AN2,D1071,-17.15,14.36,45.6,13.95,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S1,110,0.06285,49.4638
Solea_solea_AN2_D1072,Solea_solea,autumn,Embouchure,AN2,D1072,-17.53,13.23,46.31,14.33,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S1,137,0.06285,49.4638
Solea_solea_AN2_D1073,Solea_solea,autumn,Embouchure,AN2,D1073,-17.1,13.46,45.42,14.01,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S1,103,0.06285,49.4638
Solea_solea_AN3_D1074,Solea_solea,autumn,Embouchure,AN3,D1074,-16.41,14.76,47.29,14.6,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S1,112,0.03215,49.46352
Solea_solea_AS4_D1075,Solea_solea,autumn,Embouchure,AS4,D1075,-16.82,13.7,47.09,14.54,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S1,98,0.05801,49.41412
Solea_solea_AS4_D1076,Solea_solea,autumn,Embouchure,AS4,D1076,-17.49,13.63,46.89,14.47,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S1,117,0.05801,49.41412
Solea_solea_AS5_D1077,Solea_solea,autumn,Embouchure,AS5,D1077,-16.67,13.15,47.22,14.45,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S1,106,0.061516667,49.40473333
Solea_solea_AS5_D1078,Solea_solea,autumn,Embouchure,AS5,D1078,-17.25,13.29,47.52,14.53,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S1,122,0.061516667,49.40473333
Solea_solea_AS5_D1198,Solea_solea,autumn,Embouchure,AS5,D1198,-16.85,12.9,45.33,14.06,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S1,128,0.061516667,49.40473333
Solea_solea_EM1-AN2_D1069,Solea_solea,autumn,Embouchure,EM1-AN2,D1069,-17.96,14.04,46.13,14.33,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S1,165,0.087533333,49.4672
Solea_solea_FN5_D1100,Solea_solea,autumn,Fosse Nord,FN5,D1100,-18.46,14.6,46.83,14.53,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S2,104,0.15441,49.4455
Solea_solea_FN5_D1101,Solea_solea,autumn,Fosse Nord,FN5,D1101,-18.36,14.43,46.97,14.57,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S2,106,0.15441,49.4455
Solea_solea_FN5_D1102,Solea_solea,autumn,Fosse Nord,FN5,D1102,-18.3,14.3,46.06,14.22,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S2,101,0.15441,49.4455
Solea_solea_FN5_D1103,Solea_solea,autumn,Fosse Nord,FN5,D1103,-18.14,13.9,46.15,14.19,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S2,108,0.15441,49.4455
Solea_solea_FN5_D1104,Solea_solea,autumn,Fosse Nord,FN5,D1104,-14.47,17.16,47.3,14.56,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S2,136,0.15441,49.4455
Solea_solea_FN5_D1201,Solea_solea,autumn,Fosse Nord,FN5,D1201,-18.54,14.19,46.94,14.67,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S2,107,0.15441,49.4455
Solea_solea_FN8_D1105,Solea_solea,autumn,Fosse Nord,FN8,D1105,-18.35,13.74,46.86,14.61,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S2,110,0.10572,49.44692
Solea_solea_FN8_D1106,Solea_solea,autumn,Fosse Nord,FN8,D1106,-18.59,13.84,46.74,14.63,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S2,115,0.10572,49.44692
Solea_solea_FN8_D1107,Solea_solea,autumn,Fosse Nord,FN8,D1107,-18.29,13.88,47.31,14.66,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S2,104,0.10572,49.44692
Solea_solea_FN8_D1108,Solea_solea,autumn,Fosse Nord,FN8,D1108,-18.6,13.44,46.51,14.6,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S2,124,0.10572,49.44692
Solea_solea_FN8_D1109,Solea_solea,autumn,Fosse Nord,FN8,D1109,-18.49,14.21,45.64,14.26,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S2,100,0.10572,49.44692
Solea_solea_FN8_D1202,Solea_solea,autumn,Fosse Nord,FN8,D1202,-18.15,13.72,46.04,14.33,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S2,107,0.10572,49.44692
Solea_solea_FS0_D1099,Solea_solea,autumn,Fosse Sud,FS0,D1099,-18.08,13.76,46.37,14.23,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S2,102,0.17154,49.42387
Solea_solea_FS3_D1090,Solea_solea,autumn,Fosse Sud,FS3,D1090,-18.33,13.63,46.57,14.18,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S2,104,0.14816,49.42214
Solea_solea_FS3_D1091,Solea_solea,autumn,Fosse Sud,FS3,D1091,-18.29,13.69,46.55,14.2,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S2,89,0.14816,49.42214
Solea_solea_FS3_D1092,Solea_solea,autumn,Fosse Sud,FS3,D1092,-18.08,13.69,45.7,14.09,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S2,103,0.14816,49.42214
Solea_solea_FS3_D1093,Solea_solea,autumn,Fosse Sud,FS3,D1093,-18.35,13.16,47.29,14.53,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S2,98,0.14816,49.42214
Solea_solea_FS3_D1094,Solea_solea,autumn,Fosse Sud,FS3,D1094,-18.22,13.26,58.28,17.99,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S2,127,0.14816,49.42214
Solea_solea_FS3_D1095,Solea_solea,autumn,Fosse Sud,FS3,D1095,-18.18,13.37,47.11,14.47,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S2,124,0.14816,49.42214
Solea_solea_FS3_D1096,Solea_solea,autumn,Fosse Sud,FS3,D1096,-17.89,13.68,47.37,14.37,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S2,99,0.14816,49.42214
Solea_solea_FS3_D1097,Solea_solea,autumn,Fosse Sud,FS3,D1097,-18.46,13.38,45.73,13.92,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S2,116,0.14816,49.42214
Solea_solea_FS3_D1098,Solea_solea,autumn,Fosse Sud,FS3,D1098,-18.38,13.38,46.05,14.08,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S2,115,0.14816,49.42214
Solea_solea_FS3_D1200,Solea_solea,autumn,Fosse Sud,FS3,D1200,-16.8,13.74,46.31,14.31,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S2,104,0.14816,49.42214
Solea_solea_C1_D1121,Solea_solea,autumn,Chenal,C1,D1121,-19.14,15.64,47.19,14.85,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S3,230,0.31756,49.43604
Solea_solea_C6_D1122,Solea_solea,autumn,Chenal,C6,D1122,-18.36,14.65,46.43,14.56,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,225,0.16377,49.43837
Solea_solea_C7_D1120,Solea_solea,autumn,Chenal,C7,D1120,-17.31,14.65,47.06,14.9,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,244,0.11908,49.4394
Solea_solea_AS4_D1110,Solea_solea,autumn,Embouchure,AS4,D1110,-16.86,13.22,46.47,14.61,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,205,0.05801,49.41412
Solea_solea_AS5_D1115,Solea_solea,autumn,Embouchure,AS5,D1115,-17.75,13.33,47.39,14.74,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,227,0.061516667,49.40473333
Solea_solea_AS5_D1116,Solea_solea,autumn,Embouchure,AS5,D1116,-17.2,13.11,46.83,14.65,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,208,0.061516667,49.40473333
Solea_solea_AS5_D1117,Solea_solea,autumn,Embouchure,AS5,D1117,-17.32,13.53,47.34,14.76,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,207,0.061516667,49.40473333
Solea_solea_AS5_D1118,Solea_solea,autumn,Embouchure,AS5,D1118,-17.26,13.07,45.78,14.32,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,198,0.061516667,49.40473333
Solea_solea_AS5_D1119,Solea_solea,autumn,Embouchure,AS5,D1119,-17.37,13.06,47.48,14.81,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,204,0.061516667,49.40473333
Solea_solea_AS5_D1203,Solea_solea,autumn,Embouchure,AS5,D1203,-17.25,13.15,45.96,14.49,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,203,0.061516667,49.40473333
Solea_solea_AS5_D1204,Solea_solea,autumn,Embouchure,AS5,D1204,-17.22,13.52,46.24,14.62,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,239,0.061516667,49.40473333
Solea_solea_AS5_D1206,Solea_solea,autumn,Embouchure,AS5,D1206,-17.29,12.68,46.5,14.59,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,235,0.061516667,49.40473333
Solea_solea_AS5_D1207,Solea_solea,autumn,Embouchure,AS5,D1207,-17.34,13.26,47.59,14.92,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,201,0.061516667,49.40473333
Solea_solea_EM1-AN2_D1111,Solea_solea,autumn,Embouchure,EM1-AN2,D1111,-18.32,13.91,45.77,14.41,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,201,0.087533333,49.4672
Solea_solea_EM1-AN2_D1112,Solea_solea,autumn,Embouchure,EM1-AN2,D1112,-18.21,14.05,45.15,14.23,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,233,0.087533333,49.4672
Solea_solea_EM1-AN2_D1113,Solea_solea,autumn,Embouchure,EM1-AN2,D1113,-17.9,13.51,47.15,14.82,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,220,0.087533333,49.4672
Solea_solea_EM1-AN2_D1114,Solea_solea,autumn,Embouchure,EM1-AN2,D1114,-18.14,13.6,47.7,14.92,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,221,0.087533333,49.4672
Solea_solea_FN11_D1137,Solea_solea,autumn,Fosse Nord,FN11,D1137,-18.39,13.53,44.54,13.88,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,220,0.096833333,49.44893333
Solea_solea_FN11_D1138,Solea_solea,autumn,Fosse Nord,FN11,D1138,-17.87,13.55,45.99,14.43,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,216,0.096833333,49.44893333
Solea_solea_FN11_D1139,Solea_solea,autumn,Fosse Nord,FN11,D1139,-18.61,13.69,47.47,14.95,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,198,0.096833333,49.44893333
Solea_solea_FN5_D1140,Solea_solea,autumn,Fosse Nord,FN5,D1140,-16.77,15.42,45.46,14.39,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,238,0.15441,49.4455
Solea_solea_FN8_D1133,Solea_solea,autumn,Fosse Nord,FN8,D1133,-18.25,13.55,45.56,14.56,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,216,0.10572,49.44692
Solea_solea_FN8_D1134,Solea_solea,autumn,Fosse Nord,FN8,D1134,-18.79,14.51,46.36,14.55,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,220,0.10572,49.44692
Solea_solea_FN8_D1135,Solea_solea,autumn,Fosse Nord,FN8,D1135,-17.9,13.99,47.22,14.85,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,187,0.10572,49.44692
Solea_solea_FN8_D1136,Solea_solea,autumn,Fosse Nord,FN8,D1136,-18.34,13.77,47.15,14.79,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,194,0.10572,49.44692
Solea_solea_FN8_D1141,Solea_solea,autumn,Fosse Nord,FN8,D1141,-18.42,14.18,46.43,14.66,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,230,0.10572,49.44692
Solea_solea_FN8_D1142,Solea_solea,autumn,Fosse Nord,FN8,D1142,-17.9,13.94,46.92,14.8,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,241,0.10572,49.44692
Solea_solea_FN8_D1211,Solea_solea,autumn,Fosse Nord,FN8,D1211,-17.97,13.42,47.7,14.8,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,195,0.10572,49.44692
Solea_solea_FN8_D1212,Solea_solea,autumn,Fosse Nord,FN8,D1212,-18.22,13.34,47.54,14.92,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,215,0.10572,49.44692
Solea_solea_FS0_D1126,Solea_solea,autumn,Fosse Sud,FS0,D1126,-18.64,13.4,45.97,14.35,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,221,0.17154,49.42387
Solea_solea_FS3_D1123,Solea_solea,autumn,Fosse Sud,FS3,D1123,-18.22,14.35,46.04,14.51,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,233,0.14816,49.42214
Solea_solea_FS3_D1124,Solea_solea,autumn,Fosse Sud,FS3,D1124,-17.91,13.43,46.76,14.93,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,213,0.14816,49.42214
Solea_solea_FS3_D1125,Solea_solea,autumn,Fosse Sud,FS3,D1125,-18.27,13.9,46.92,14.62,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,220,0.14816,49.42214
Solea_solea_FS3_D1129,Solea_solea,autumn,Fosse Sud,FS3,D1129,-17.59,13.22,47.63,14.92,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,240,0.14816,49.42214
Solea_solea_FS3_D1208,Solea_solea,autumn,Fosse Sud,FS3,D1208,-18.06,13.35,46.86,14.52,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,233,0.14816,49.42214
Solea_solea_FS3_D1210,Solea_solea,autumn,Fosse Sud,FS3,D1210,-17.79,12.71,46.75,14.5,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,234,0.14816,49.42214
Solea_solea_FS3bis_D1130,Solea_solea,autumn,Fosse Sud,FS3bis,D1130,-18.32,13.35,46.63,14.7,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,253,0.147016667,49.42163333
Solea_solea_FS3bis_D1131,Solea_solea,autumn,Fosse Sud,FS3bis,D1131,-18.55,13.42,47.05,14.68,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,232,0.147016667,49.42163333
Solea_solea_FS3bis_D1132,Solea_solea,autumn,Fosse Sud,FS3bis,D1132,-18.31,13.22,48.16,15.07,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,227,0.147016667,49.42163333
Solea_solea_FS3bis_D1209,Solea_solea,autumn,Fosse Sud,FS3bis,D1209,-17.88,13.15,47.6,14.59,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,241,0.147016667,49.42163333
Solea_solea_FS5_D1127,Solea_solea,autumn,Fosse Sud,FS5,D1127,-17.96,13.21,46.43,14.54,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,206,0.09053,49.40559
Solea_solea_FS5_D1128,Solea_solea,autumn,Fosse Sud,FS5,D1128,-17.83,13.12,45.36,14.16,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S1,222,0.09053,49.40559
Solea_solea_CF5-C6_C0802,Solea_solea,spring,Chenal,CF5-C6,C0802,-18.72,12.33,44.1,13.44,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S2,56,0.1534,49.4391
Solea_solea_CF5-C6_C0803,Solea_solea,spring,Chenal,CF5-C6,C0803,-19.54,13.08,45.21,13.47,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S2,58,0.1534,49.4391
Solea_solea_CF5-C6_C0804,Solea_solea,spring,Chenal,CF5-C6,C0804,-18.81,12.75,43.96,13.38,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S2,49,0.1534,49.4391
Solea_solea_CF5-C6_C0805,Solea_solea,spring,Chenal,CF5-C6,C0805,-17.43,13.01,45.07,13.58,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S2,56,0.1534,49.4391
Solea_solea_CF5-C6_C0806,Solea_solea,spring,Chenal,CF5-C6,C0806,-18.77,12.44,45.08,13.59,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S2,52,0.1534,49.4391
Solea_solea_CC5-FN1_C0790,Solea_solea,spring,Fosse Nord,CC5-FN1,C0790,-19.02,14.4,45.62,13.76,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S3,78,0.26315,49.44073333
Solea_solea_CC5-FN1_C0791,Solea_solea,spring,Fosse Nord,CC5-FN1,C0791,-19.07,14.58,45,13.72,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S3,68,0.26315,49.44073333
Solea_solea_CC5-FN1_C0792,Solea_solea,spring,Fosse Nord,CC5-FN1,C0792,-18.56,14.32,44.79,13.38,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S3,60,0.26315,49.44073333
Solea_solea_CC5-FN1_C0793,Solea_solea,spring,Fosse Nord,CC5-FN1,C0793,-18.54,14.36,44.89,13.55,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S3,65,0.26315,49.44073333
Solea_solea_CC5-FN1_C0794,Solea_solea,spring,Fosse Nord,CC5-FN1,C0794,-18.73,14.03,44.26,13.46,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S3,57,0.26315,49.44073333
Solea_solea_CC7-FN5_C0788,Solea_solea,spring,Fosse Nord,CC7-FN5,C0788,-18.75,12.5,43.97,13.22,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S2,42,0.15025,49.44275
Solea_solea_CC7-FN5_C0789,Solea_solea,spring,Fosse Nord,CC7-FN5,C0789,-18,12.48,43.13,13,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S2,44,0.15025,49.44275
Solea_solea_FN9_C0795,Solea_solea,spring,Fosse Nord,FN9,C0795,-19.64,11.88,42.04,12.59,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S3,42,0.2479,49.43893333
Solea_solea_FS2_C0800,Solea_solea,spring,Fosse Sud,FS2,C0800,-18.2,11.77,42.69,12.75,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S1,42,0.170133333,49.41648333
Solea_solea_FS2_C0801,Solea_solea,spring,Fosse Sud,FS2,C0801,-16.89,12.43,43.48,13.1,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S1,36,0.170133333,49.41648333
Solea_solea_CC2-FS4_C0797,Solea_solea,spring,Fosse Sud,FS4,C0797,-18.11,11.04,43.29,13.15,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S1,51,0.089516667,49.4161
Solea_solea_CC2-FS4_C0798,Solea_solea,spring,Fosse Sud,FS4,C0798,-18.04,10.63,43.79,13.43,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S1,57,0.089516667,49.4161
Solea_solea_CC2-FS4_C0799,Solea_solea,spring,Fosse Sud,FS4,C0799,-17.49,10.51,43.01,13.09,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S1,45,0.089516667,49.4161
Solea_solea_CC1-FS5_C0796,Solea_solea,spring,Fosse Sud,FS5,C0796,-18.17,11.58,45.03,13.49,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G0,Solea_solea.G0.S1,58,0.092183333,49.40553333
Solea_solea_C1_C0728,Solea_solea,spring,Chenal,C1,C0728,-20.2,14.98,44.68,13.84,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S3,159,0.3181,49.4362
Solea_solea_C6_C0736,Solea_solea,spring,Chenal,C6,C0736,-19.53,14.8,45.4,14.06,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,173,0.15385,49.4391
Solea_solea_C7_C0729,Solea_solea,spring,Chenal,C7,C0729,-18.83,13.81,45.11,13.7,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,165,0.1294,49.43636667
Solea_solea_C7_C0730,Solea_solea,spring,Chenal,C7,C0730,-19.7,14.33,45.4,13.73,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,156,0.1294,49.43636667
Solea_solea_C7_C0731,Solea_solea,spring,Chenal,C7,C0731,-18.83,14.81,43.65,13.32,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,133,0.1294,49.43636667
Solea_solea_C7_C0737,Solea_solea,spring,Chenal,C7,C0737,-19.38,14.52,43.8,13.37,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,187,0.1294,49.43636667
Solea_solea_CF4-C4_C0735,Solea_solea,spring,Chenal,CF4-C4,C0735,-17.07,14.81,44.46,13.87,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,183,0.189866667,49.43598333
Solea_solea_CF5-C6_C0732,Solea_solea,spring,Chenal,CF5-C6,C0732,-19.66,15.11,45.42,13.92,CAPES,Solea s.,Fish,Omnivore,Mobile,NA,G1,Solea_solea.G1.S2,156,0.1534,49.4391
